sample_id,algorithm,original_size,compressed_size,compression_ratio,compression_time_ms,decompression_time_ms,verified
sample_000171,gzip,16384,1980,0.120849609375,0.2823,0.0207,True
sample_000171,bz2,16384,2460,0.150146484375,0.7341,0.1852,True
sample_000171,lzma,16384,1496,0.09130859375,6.8061,0.1175,True
sample_000171,zstd,16384,1361,0.08306884765625,0.0299,0.0157,True
sample_000172,gzip,16384,2426,0.1480712890625,0.1962,0.0168,True
sample_000172,bz2,16384,1846,0.1126708984375,1.0747,0.1843,True
sample_000172,lzma,16384,2108,0.128662109375,7.8123,0.1504,True
sample_000172,zstd,16384,2647,0.16156005859375,0.0411,0.0161,True
sample_000173,gzip,16384,7691,0.46942138671875,0.2692,0.0451,True
sample_000173,bz2,16384,7618,0.4649658203125,1.6179,0.3817,True
sample_000173,lzma,16384,7256,0.44287109375,6.3625,0.4669,True
sample_000173,zstd,16384,7862,0.4798583984375,0.0439,0.0162,True
sample_000174,gzip,65536,65574,1.000579833984375,0.9378,0.0122,True
sample_000174,bz2,65536,66171,1.0096893310546875,5.2988,3.5404,True
sample_000174,lzma,65536,65600,1.0009765625,18.3218,0.1793,True
sample_000174,zstd,65536,65546,1.000152587890625,0.122,0.0029,True
sample_000175,gzip,65536,10373,0.1582794189453125,55.1548,0.064,True
sample_000175,bz2,65536,10610,0.161895751953125,3.6901,1.2039,True
sample_000175,lzma,65536,9464,0.1444091796875,30.6077,0.4393,True
sample_000175,zstd,65536,12313,0.1878814697265625,0.2,0.0684,True
sample_000176,gzip,65536,186,0.002838134765625,0.1859,0.0274,True
sample_000176,bz2,65536,94,0.001434326171875,6.0465,0.4185,True
sample_000176,lzma,65536,160,0.00244140625,5.025,0.1157,True
sample_000176,zstd,65536,34,0.000518798828125,0.0138,0.0078,True
sample_000177,gzip,65536,669,0.0102081298828125,0.8455,0.018,True
sample_000177,bz2,65536,1263,0.0192718505859375,0.546,0.2016,True
sample_000177,lzma,65536,620,0.00946044921875,5.6051,0.1796,True
sample_000177,zstd,65536,458,0.006988525390625,0.0199,0.0148,True
sample_000178,gzip,65536,27062,0.412933349609375,3.571,0.1599,True
sample_000178,bz2,65536,22925,0.3498077392578125,4.3507,1.5698,True
sample_000178,lzma,65536,20920,0.3192138671875,17.6937,1.2421,True
sample_000178,zstd,65536,27336,0.4171142578125,0.5628,0.1228,True
sample_000179,gzip,65536,23476,0.35821533203125,1.0397,0.1052,True
sample_000179,bz2,65536,22040,0.3363037109375,8.5052,1.2201,True
sample_000179,lzma,65536,21560,0.3289794921875,11.7867,1.1961,True
sample_000179,zstd,65536,24693,0.3767852783203125,0.2184,0.0479,True
sample_000180,gzip,262144,262242,1.0003738403320312,4.7419,0.1528,True
sample_000180,bz2,262144,263730,1.0060501098632812,20.3298,11.0701,True
sample_000180,lzma,262144,262216,1.000274658203125,48.8994,0.3634,True
sample_000180,zstd,262144,262159,1.0000572204589844,0.34,0.0057,True
sample_000181,gzip,262144,150643,0.5746574401855469,10.5636,0.9255,True
sample_000181,bz2,262144,133360,0.50872802734375,16.5268,7.49,True
sample_000181,lzma,262144,143320,0.546722412109375,58.1054,5.6518,True
sample_000181,zstd,262144,149065,0.5686378479003906,2.3461,0.4156,True
sample_000182,gzip,262144,1100,0.0041961669921875,0.3022,0.1334,True
sample_000182,bz2,262144,472,0.001800537109375,32.6755,2.2261,True
sample_000182,lzma,262144,312,0.001190185546875,7.4916,0.4867,True
sample_000182,zstd,262144,162,0.00061798095703125,0.2186,0.0059,True
sample_000183,gzip,262144,32276,0.1231231689453125,6.9098,0.2731,True
sample_000183,bz2,262144,23838,0.09093475341796875,3.5509,1.6464,True
sample_000183,lzma,262144,21360,0.08148193359375,82.9985,1.9509,True
sample_000183,zstd,262144,20747,0.07914352416992188,0.5165,0.2443,True
sample_000184,gzip,262144,34950,0.13332366943359375,5.8477,0.2372,True
sample_000184,bz2,262144,25563,0.09751510620117188,18.9795,3.4432,True
sample_000184,lzma,262144,26312,0.100372314453125,82.5883,2.203,True
sample_000184,zstd,262144,43237,0.16493606567382812,0.7438,0.2115,True
sample_000185,gzip,262144,100959,0.3851280212402344,9.483,0.279,True
sample_000185,bz2,262144,95058,0.36261749267578125,34.4857,4.6369,True
sample_000185,lzma,262144,92672,0.353515625,32.6634,3.9303,True
sample_000185,zstd,262144,102204,0.3898773193359375,1.2042,0.2031,True
sample_000186,gzip,1048576,1048914,1.0003223419189453,24.9787,1.2389,True
sample_000186,bz2,1048576,1053475,1.0046720504760742,101.8209,66.2878,True
sample_000186,lzma,1048576,1048688,1.0001068115234375,244.3679,1.9023,True
sample_000186,zstd,1048576,1048609,1.0000314712524414,0.8793,0.4059,True
sample_000187,gzip,1048576,600110,0.5723094940185547,47.4984,4.3145,True
sample_000187,bz2,1048576,533310,0.5086040496826172,84.6348,77.2994,True
sample_000187,lzma,1048576,563868,0.5377464294433594,469.4078,22.5544,True
sample_000187,zstd,1048576,543442,0.5182666778564453,8.1613,1.6873,True
sample_000188,gzip,1048576,1058,0.0010089874267578125,1.3137,0.7411,True
sample_000188,bz2,1048576,100,9.5367431640625e-05,130.978,4.2973,True
sample_000188,lzma,1048576,288,0.000274658203125,13.919,2.0152,True
sample_000188,zstd,1048576,108,0.000102996826171875,0.356,0.4622,True
sample_000189,gzip,1048576,9473,0.009034156799316406,18.976,0.8442,True
sample_000189,bz2,1048576,11324,0.010799407958984375,6.6386,3.6508,True
sample_000189,lzma,1048576,7868,0.007503509521484375,39.239,3.3578,True
sample_000189,zstd,1048576,9401,0.008965492248535156,0.5122,0.4618,True
sample_000190,gzip,1048576,137392,0.1310272216796875,32.034,1.2025,True
sample_000190,bz2,1048576,80888,0.07714080810546875,99.7381,24.1343,True
sample_000190,lzma,1048576,102956,0.09818649291992188,544.346,8.2232,True
sample_000190,zstd,1048576,169424,0.1615753173828125,3.6656,1.6716,True
sample_000191,gzip,1048576,302714,0.28869056701660156,177.9301,1.5752,True
sample_000191,bz2,1048576,291701,0.27818775177001953,187.5024,34.211,True
sample_000191,lzma,1048576,292872,0.27930450439453125,280.3435,13.9736,True
sample_000191,zstd,1048576,312088,0.29763031005859375,4.7959,1.6619,True
sample_000192,gzip,16384,16407,1.00140380859375,0.3192,0.0074,True
sample_000192,bz2,16384,16844,1.028076171875,3.8385,1.0858,True
sample_000192,lzma,16384,16444,1.003662109375,10.4537,0.0621,True
sample_000192,zstd,16384,16394,1.0006103515625,0.0304,0.0029,True
sample_000193,gzip,16384,2737,0.16705322265625,7.437,0.0293,True
sample_000193,bz2,16384,2708,0.165283203125,1.579,0.571,True
sample_000193,lzma,16384,2588,0.157958984375,14.5397,0.2119,True
sample_000193,zstd,16384,3133,0.19122314453125,0.0733,0.031,True
sample_000194,gzip,16384,264,0.01611328125,0.0821,0.0132,True
sample_000194,bz2,16384,382,0.0233154296875,3.7886,0.2846,True
sample_000194,lzma,16384,256,0.015625,5.6704,0.0851,True
sample_000194,zstd,16384,148,0.009033203125,0.0171,0.0035,True
sample_000195,gzip,16384,92,0.005615234375,0.108,0.0135,True
sample_000195,bz2,16384,153,0.00933837890625,0.2269,0.0814,True
sample_000195,lzma,16384,152,0.00927734375,5.8332,0.0804,True
sample_000195,zstd,16384,61,0.00372314453125,0.0094,0.0046,True
sample_000196,gzip,16384,2432,0.1484375,0.5742,0.0304,True
sample_000196,bz2,16384,1851,0.11297607421875,1.5051,0.3573,True
sample_000196,lzma,16384,2160,0.1318359375,9.9964,0.2023,True
sample_000196,zstd,16384,2718,0.1658935546875,0.0799,0.0285,True
sample_000197,gzip,16384,6136,0.37451171875,0.5559,0.0398,True
sample_000197,bz2,16384,6065,0.37017822265625,4.3244,0.5814,True
sample_000197,lzma,16384,5428,0.331298828125,8.2039,0.4066,True
sample_000197,zstd,16384,6097,0.37213134765625,0.0991,0.0249,True
sample_000198,gzip,65536,65574,1.000579833984375,1.4397,0.0179,True
sample_000198,bz2,65536,66167,1.0096282958984375,10.6604,4.1433,True
sample_000198,lzma,65536,65600,1.0009765625,23.5333,0.2916,True
sample_000198,zstd,65536,65546,1.000152587890625,0.0389,0.0021,True
sample_000199,gzip,65536,19746,0.301300048828125,49.5033,0.1769,True
sample_000199,bz2,65536,18061,0.2755889892578125,6.7426,2.4796,True
sample_000199,lzma,65536,18588,0.28363037109375,30.6233,1.5809,True
sample_000199,zstd,65536,21414,0.326751708984375,0.7302,0.1599,True
sample_000200,gzip,65536,104,0.0015869140625,0.1163,0.0164,True
sample_000200,bz2,65536,48,0.000732421875,10.577,0.5427,True
sample_000200,lzma,65536,148,0.00225830078125,6.8989,0.2226,True
sample_000200,zstd,65536,22,0.000335693359375,0.1656,0.0233,True
sample_000201,gzip,65536,662,0.010101318359375,1.5991,0.0181,True
sample_000201,bz2,65536,1254,0.019134521484375,0.8904,0.318,True
sample_000201,lzma,65536,616,0.0093994140625,7.3735,0.2289,True
sample_000201,zstd,65536,452,0.00689697265625,0.0331,0.0281,True
sample_000202,gzip,65536,9030,0.137786865234375,2.1729,0.0923,True
sample_000202,bz2,65536,5746,0.087677001953125,6.5846,1.4062,True
sample_000202,lzma,65536,7764,0.11846923828125,30.8573,0.7532,True
sample_000202,zstd,65536,10875,0.1659393310546875,0.2485,0.1413,True
sample_000203,gzip,65536,25252,0.38531494140625,1.7907,0.1599,True
sample_000203,bz2,65536,24119,0.3680267333984375,13.801,1.9294,True
sample_000203,lzma,65536,22312,0.3404541015625,41.596,5.8118,True
sample_000203,zstd,65536,25708,0.39227294921875,0.6073,0.4242,True
sample_000204,gzip,262144,262242,1.0003738403320312,8.055,0.3742,True
sample_000204,bz2,262144,263744,1.006103515625,44.1357,16.8841,True
sample_000204,lzma,262144,262216,1.000274658203125,80.8329,0.5671,True
sample_000204,zstd,262144,262159,1.0000572204589844,0.6025,0.0315,True
sample_000205,gzip,262144,112691,0.4298820495605469,64.3731,0.6885,True
sample_000205,bz2,262144,101863,0.3885765075683594,21.0055,11.8403,True
sample_000205,lzma,262144,107492,0.4100494384765625,87.5053,6.2214,True
sample_000205,zstd,262144,117145,0.4468727111816406,2.6955,0.7789,True
sample_000206,gzip,262144,1097,0.004184722900390625,0.5175,0.061,True
sample_000206,bz2,262144,473,0.001804351806640625,52.3997,3.2035,True
sample_000206,lzma,262144,308,0.0011749267578125,7.7719,0.6772,True
sample_000206,zstd,262144,162,0.00061798095703125,0.2762,0.0108,True
sample_000207,gzip,262144,2461,0.009387969970703125,8.2813,0.176,True
sample_000207,bz2,262144,3768,0.014373779296875,3.159,1.101,True
sample_000207,lzma,262144,2092,0.0079803466796875,17.4424,0.8393,True
sample_000207,zstd,262144,1805,0.006885528564453125,0.3837,0.1226,True
sample_000208,gzip,262144,34917,0.13319778442382812,8.5934,0.5801,True
sample_000208,bz2,262144,25578,0.09757232666015625,25.9015,5.2442,True
sample_000208,lzma,262144,26360,0.100555419921875,101.5764,2.5761,True
sample_000208,zstd,262144,43267,0.16505050659179688,1.5752,0.372,True
sample_000209,gzip,262144,71943,0.2744407653808594,65.913,0.196,True
sample_000209,bz2,262144,68473,0.2612037658691406,35.4126,4.3416,True
sample_000209,lzma,262144,67068,0.2558441162109375,54.844,3.8171,True
sample_000209,zstd,262144,71960,0.274505615234375,0.6891,0.1765,True
sample_000210,gzip,1048576,1048914,1.0003223419189453,23.1058,0.9115,True
sample_000210,bz2,1048576,1053315,1.0045194625854492,100.3972,60.6523,True
sample_000210,lzma,1048576,1048688,1.0001068115234375,242.6479,4.5549,True
sample_000210,zstd,1048576,1048609,1.0000314712524414,1.9524,0.4453,True
sample_000211,gzip,1048576,600250,0.5724430084228516,57.1265,4.2721,True
sample_000211,bz2,1048576,533295,0.5085897445678711,78.4653,42.2628,True
sample_000211,lzma,1048576,563420,0.5373191833496094,534.1987,24.646,True
sample_000211,zstd,1048576,543485,0.5183076858520508,7.9727,1.4909,True
sample_000212,gzip,1048576,2093,0.0019960403442382812,1.3743,0.6134,True
sample_000212,bz2,1048576,215,0.00020503997802734375,168.4416,5.7749,True
sample_000212,lzma,1048576,300,0.000286102294921875,15.3136,2.1129,True
sample_000212,zstd,1048576,120,0.00011444091796875,0.3387,0.5544,True
sample_000213,gzip,1048576,9504,0.009063720703125,18.3835,0.5951,True
sample_000213,bz2,1048576,11286,0.010763168334960938,6.3394,3.3447,True
sample_000213,lzma,1048576,7908,0.007541656494140625,39.9129,3.0805,True
sample_000213,zstd,1048576,9459,0.009020805358886719,0.4793,0.4431,True
sample_000214,gzip,1048576,137165,0.13081073760986328,26.1892,1.4795,True
sample_000214,bz2,1048576,80784,0.0770416259765625,104.32,24.378,True
sample_000214,lzma,1048576,102804,0.09804153442382812,928.695,16.2752,True
sample_000214,zstd,1048576,168997,0.16116809844970703,7.5616,3.7468,True
sample_000215,gzip,1048576,357220,0.3406715393066406,131.3156,2.944,True
sample_000215,bz2,1048576,344187,0.32824230194091797,474.2588,66.5653,True
sample_000215,lzma,1048576,337964,0.3223075866699219,626.0635,28.5838,True
sample_000215,zstd,1048576,354948,0.3385047912597656,10.4407,3.1861,True
sample_000216,gzip,16384,16407,1.00140380859375,0.5184,0.0261,True
sample_000216,bz2,16384,16849,1.02838134765625,7.3779,1.9887,True
sample_000216,lzma,16384,16444,1.003662109375,18.5583,0.1235,True
sample_000216,zstd,16384,16394,1.0006103515625,0.059,0.0056,True
sample_000217,gzip,16384,5158,0.3148193359375,7.2631,0.0834,True
sample_000217,bz2,16384,4593,0.28033447265625,4.9016,1.072,True
sample_000217,lzma,16384,4904,0.29931640625,20.4976,0.7543,True
sample_000217,zstd,16384,5501,0.33575439453125,0.3314,0.1163,True
sample_000218,gzip,16384,73,0.00445556640625,0.102,0.0269,True
sample_000218,bz2,16384,65,0.00396728515625,6.1005,0.3863,True
sample_000218,lzma,16384,128,0.0078125,9.9061,0.2308,True
sample_000218,zstd,16384,26,0.0015869140625,0.0346,0.0034,True
sample_000219,gzip,16384,573,0.03497314453125,0.598,0.0495,True
sample_000219,bz2,16384,870,0.0531005859375,0.8968,0.2585,True
sample_000219,lzma,16384,512,0.03125,14.0385,0.2069,True
sample_000219,zstd,16384,420,0.025634765625,0.0478,0.0245,True
sample_000220,gzip,16384,2413,0.14727783203125,0.903,0.0616,True
sample_000220,bz2,16384,1841,0.11236572265625,3.6283,0.659,True
sample_000220,lzma,16384,2104,0.12841796875,18.6746,0.4608,True
sample_000220,zstd,16384,2650,0.1617431640625,0.1833,0.0555,True
sample_000221,gzip,16384,6221,0.37969970703125,0.6303,0.0717,True
sample_000221,bz2,16384,6166,0.3763427734375,8.2495,1.154,True
sample_000221,lzma,16384,5656,0.34521484375,16.631,1.3438,True
sample_000221,zstd,16384,6215,0.37933349609375,0.2024,0.0565,True
sample_000222,gzip,65536,65574,1.000579833984375,3.2843,0.0513,True
sample_000222,bz2,65536,66174,1.009735107421875,18.3395,7.1836,True
sample_000222,lzma,65536,65600,1.0009765625,46.8016,0.2967,True
sample_000222,zstd,65536,65546,1.000152587890625,0.1458,0.024,True
sample_000223,gzip,65536,10348,0.15789794921875,142.4909,0.3139,True
sample_000223,bz2,65536,10598,0.161712646484375,10.2542,3.7416,True
sample_000223,lzma,65536,9452,0.14422607421875,89.404,1.6409,True
sample_000223,zstd,65536,12297,0.1876373291015625,0.7576,0.2688,True
sample_000224,gzip,65536,142,0.002166748046875,0.3284,0.0562,True
sample_000224,bz2,65536,68,0.00103759765625,22.3712,1.3694,True
sample_000224,lzma,65536,152,0.0023193359375,11.6773,0.4688,True
sample_000224,zstd,65536,26,0.000396728515625,0.0516,0.0124,True
sample_000225,gzip,65536,2170,0.033111572265625,4.529,0.1099,True
sample_000225,bz2,65536,2762,0.042144775390625,3.0596,0.7776,True
sample_000225,lzma,65536,1680,0.025634765625,30.7655,0.7046,True
sample_000225,zstd,65536,1555,0.0237274169921875,0.1267,0.0854,True
sample_000226,gzip,65536,27129,0.4139556884765625,12.7341,0.4534,True
sample_000226,bz2,65536,22960,0.350341796875,13.9061,4.639,True
sample_000226,lzma,65536,20996,0.32037353515625,51.5082,3.729,True
sample_000226,zstd,65536,27355,0.4174041748046875,1.325,0.2742,True
sample_000227,gzip,65536,19519,0.2978363037109375,12.7953,0.1545,True
sample_000227,bz2,65536,19016,0.2901611328125,17.9996,3.6479,True
sample_000227,lzma,65536,17872,0.272705078125,44.8198,2.9817,True
sample_000227,zstd,65536,19576,0.2987060546875,0.3746,0.1147,True
sample_000228,gzip,262144,262242,1.0003738403320312,15.3106,0.5064,True
sample_000228,bz2,262144,263734,1.0060653686523438,64.7877,32.3374,True
sample_000228,lzma,262144,262216,1.000274658203125,155.2785,0.9416,True
sample_000228,zstd,262144,262159,1.0000572204589844,1.0066,0.0433,True
sample_000229,gzip,262144,112822,0.43038177490234375,114.7762,1.9794,True
sample_000229,bz2,262144,101845,0.3885078430175781,48.3685,25.0035,True
sample_000229,lzma,262144,107548,0.4102630615234375,220.617,14.5209,True
sample_000229,zstd,262144,117481,0.4481544494628906,7.7294,2.0959,True
sample_000230,gzip,262144,570,0.00217437744140625,1.2029,0.2114,True
sample_000230,bz2,262144,104,0.000396728515625,102.4064,6.8185,True
sample_000230,lzma,262144,192,0.000732421875,17.8865,1.3413,True
sample_000230,zstd,262144,48,0.00018310546875,0.4952,0.0989,True
sample_000231,gzip,262144,32528,0.12408447265625,21.44,0.9245,True
sample_000231,bz2,262144,23970,0.09143829345703125,12.6731,5.1834,True
sample_000231,lzma,262144,21500,0.0820159912109375,202.0455,5.3266,True
sample_000231,zstd,262144,20890,0.07968902587890625,2.2723,0.7054,True
sample_000232,gzip,262144,102408,0.390655517578125,64.5488,1.6223,True
sample_000232,bz2,262144,88902,0.33913421630859375,46.3526,20.999,True
sample_000232,lzma,262144,77860,0.2970123291015625,232.5584,13.8016,True
sample_000232,zstd,262144,114753,0.4377479553222656,6.9689,1.5289,True
sample_000233,gzip,262144,95534,0.36443328857421875,17.3712,0.7828,True
sample_000233,bz2,262144,92287,0.3520469665527344,112.225,17.2596,True
sample_000233,lzma,262144,90144,0.3438720703125,120.717,9.9617,True
sample_000233,zstd,262144,93646,0.35723114013671875,3.0418,0.5264,True
sample_000234,gzip,1048576,1048914,1.0003223419189453,65.57,1.7453,True
sample_000234,bz2,1048576,1053679,1.004866600036621,294.0361,138.0415,True
sample_000234,lzma,1048576,1048688,1.0001068115234375,563.3651,3.2607,True
sample_000234,zstd,1048576,1048609,1.0000314712524414,2.0318,0.6334,True
sample_000235,gzip,1048576,600163,0.5723600387573242,138.4735,6.9962,True
sample_000235,bz2,1048576,533277,0.5085725784301758,172.7556,129.1578,True
sample_000235,lzma,1048576,563980,0.5378532409667969,1148.4674,57.9137,True
sample_000235,zstd,1048576,543863,0.5186681747436523,21.2741,3.6646,True
sample_000236,gzip,1048576,3176,0.00302886962890625,4.7068,1.5578,True
sample_000236,bz2,1048576,580,0.000553131103515625,613.8399,17.7348,True
sample_000236,lzma,1048576,352,0.000335693359375,38.8675,5.0611,True
sample_000236,zstd,1048576,170,0.0001621246337890625,0.8897,1.1358,True
sample_000237,gzip,1048576,130249,0.12421512603759766,79.9211,2.6298,True
sample_000237,bz2,1048576,88547,0.08444499969482422,35.4482,22.5307,True
sample_000237,lzma,1048576,85732,0.08176040649414062,872.058,20.2914,True
sample_000237,zstd,1048576,90184,0.08600616455078125,5.9927,3.8061,True
sample_000238,gzip,1048576,137091,0.13074016571044922,80.5893,3.2236,True
sample_000238,bz2,1048576,104641,0.0997934341430664,261.4091,58.3165,True
sample_000238,lzma,1048576,101184,0.09649658203125,1182.1907,17.8154,True
sample_000238,zstd,1048576,172309,0.16432666778564453,8.3846,3.4059,True
sample_000239,gzip,1048576,417793,0.3984384536743164,93.2782,4.185,True
sample_000239,bz2,1048576,402088,0.38346099853515625,438.9535,63.9143,True
sample_000239,lzma,1048576,390044,0.3719749450683594,416.9859,38.1579,True
sample_000239,zstd,1048576,405267,0.3864927291870117,10.0166,2.7062,True
sample_000240,gzip,16384,16407,1.00140380859375,0.4301,0.0192,True
sample_000240,bz2,16384,16842,1.0279541015625,6.2383,1.9647,True
sample_000240,lzma,16384,16444,1.003662109375,17.0037,0.1287,True
sample_000240,zstd,16384,16394,1.0006103515625,0.0555,0.0065,True
sample_000241,gzip,16384,2744,0.16748046875,12.4789,0.0512,True
sample_000241,bz2,16384,2721,0.16607666015625,3.3756,0.8419,True
sample_000241,lzma,16384,2600,0.15869140625,24.4002,0.5127,True
sample_000241,zstd,16384,3147,0.19207763671875,0.1727,0.0462,True
sample_000242,gzip,16384,123,0.00750732421875,0.0928,0.0301,True
sample_000242,bz2,16384,144,0.0087890625,6.0657,0.4639,True
sample_000242,lzma,16384,156,0.009521484375,9.1768,0.1847,True
sample_000242,zstd,16384,51,0.00311279296875,0.0338,0.0105,True
sample_000243,gzip,16384,557,0.03399658203125,0.6212,0.0506,True
sample_000243,bz2,16384,834,0.0509033203125,0.5421,0.1915,True
sample_000243,lzma,16384,500,0.030517578125,13.6621,0.1999,True
sample_000243,zstd,16384,412,0.025146484375,0.0672,0.0365,True
sample_000244,gzip,16384,2487,0.15179443359375,0.4594,0.0324,True
sample_000244,bz2,16384,1739,0.10614013671875,3.6327,0.6023,True
sample_000244,lzma,16384,2260,0.137939453125,18.7982,0.2902,True
sample_000244,zstd,16384,2769,0.16900634765625,0.1112,0.0355,True
sample_000245,gzip,16384,7816,0.47705078125,0.5353,0.1124,True
sample_000245,bz2,16384,7620,0.465087890625,8.003,0.938,True
sample_000245,lzma,16384,7256,0.44287109375,13.7014,1.0146,True
sample_000245,zstd,16384,7948,0.485107421875,0.1624,0.0559,True
sample_000246,gzip,65536,65574,1.000579833984375,3.0271,0.0473,True
sample_000246,bz2,65536,66165,1.0095977783203125,18.2046,7.1019,True
sample_000246,lzma,65536,65600,1.0009765625,40.978,0.3334,True
sample_000246,zstd,65536,65546,1.000152587890625,0.7256,0.0177,True
sample_000247,gzip,65536,19794,0.302032470703125,95.704,0.29,True
sample_000247,bz2,65536,17996,0.27459716796875,11.233,4.6265,True
sample_000247,lzma,65536,18608,0.283935546875,53.6305,3.5012,True
sample_000247,zstd,65536,21462,0.327484130859375,0.9808,0.3046,True
sample_000248,gzip,65536,188,0.00286865234375,0.3825,0.0475,True
sample_000248,bz2,65536,100,0.00152587890625,22.8323,1.638,True
sample_000248,lzma,65536,160,0.00244140625,10.7786,0.409,True
sample_000248,zstd,65536,34,0.000518798828125,0.0452,0.0305,True
sample_000249,gzip,65536,244,0.00372314453125,1.0198,0.116,True
sample_000249,bz2,65536,425,0.0064849853515625,1.2044,0.5155,True
sample_000249,lzma,65536,284,0.00433349609375,13.0578,0.5772,True
sample_000249,zstd,65536,178,0.002716064453125,0.3246,0.0512,True
sample_000250,gzip,65536,9083,0.1385955810546875,4.451,0.1648,True
sample_000250,bz2,65536,6692,0.10211181640625,12.7328,2.6816,True
sample_000250,lzma,65536,7412,0.11309814453125,54.1112,1.2055,True
sample_000250,zstd,65536,10822,0.165130615234375,0.5212,0.1858,True
sample_000251,gzip,65536,23078,0.352142333984375,6.0414,0.2559,True
sample_000251,bz2,65536,22402,0.341827392578125,15.7615,3.4695,True
sample_000251,lzma,65536,20624,0.314697265625,39.1283,3.0761,True
sample_000251,zstd,65536,23549,0.3593292236328125,0.4759,0.1481,True
sample_000252,gzip,262144,262242,1.0003738403320312,14.6512,0.1407,True
sample_000252,bz2,262144,263762,1.0061721801757812,70.0323,35.816,True
sample_000252,lzma,262144,262216,1.000274658203125,145.8807,0.9072,True
sample_000252,zstd,262144,262159,1.0000572204589844,0.7965,0.023,True
sample_000253,gzip,262144,75958,0.28975677490234375,491.8908,1.6397,True
sample_000253,bz2,262144,71747,0.2736930847167969,48.7247,18.5822,True
sample_000253,lzma,262144,73012,0.2785186767578125,265.024,9.3894,True
sample_000253,zstd,262144,85804,0.3273162841796875,4.7559,1.1493,True
sample_000254,gzip,262144,890,0.00339508056640625,1.3083,0.884,True
sample_000254,bz2,262144,262,0.00099945068359375,105.7695,6.9139,True
sample_000254,lzma,262144,240,0.00091552734375,16.3691,1.3833,True
sample_000254,zstd,262144,98,0.00037384033203125,0.4921,0.211,True
sample_000255,gzip,262144,2456,0.009368896484375,15.0293,0.209,True
sample_000255,bz2,262144,3799,0.014492034912109375,5.3925,1.9517,True
sample_000255,lzma,262144,2080,0.0079345703125,30.8095,1.54,True
sample_000255,zstd,262144,1788,0.0068206787109375,0.6361,0.2611,True
sample_000256,gzip,262144,35008,0.133544921875,19.5286,0.5763,True
sample_000256,bz2,262144,25562,0.09751129150390625,53.9562,11.5499,True
sample_000256,lzma,262144,26328,0.100433349609375,235.5903,4.3942,True
sample_000256,zstd,262144,43159,0.16463851928710938,3.2673,0.8064,True
sample_000257,gzip,262144,80216,0.305999755859375,77.0132,0.5862,True
sample_000257,bz2,262144,75728,0.28887939453125,96.604,12.448,True
sample_000257,lzma,262144,75232,0.2869873046875,117.8885,10.7768,True
sample_000257,zstd,262144,85196,0.3249969482421875,2.3838,0.4126,True
sample_000258,gzip,1048576,1048914,1.0003223419189453,61.9104,2.312,True
sample_000258,bz2,1048576,1053882,1.0050601959228516,289.974,121.3626,True
sample_000258,lzma,1048576,1048688,1.0001068115234375,606.3556,4.3108,True
sample_000258,zstd,1048576,1048609,1.0000314712524414,2.3307,0.8356,True
sample_000259,gzip,1048576,157078,0.14980125427246094,2790.3528,2.9817,True
sample_000259,bz2,1048576,168081,0.1602945327758789,186.9833,74.2046,True
sample_000259,lzma,1048576,143684,0.13702774047851562,1986.8594,27.4704,True
sample_000259,zstd,1048576,195937,0.1868600845336914,10.271,4.8151,True
sample_000260,gzip,1048576,3766,0.0035915374755859375,5.0116,1.4447,True
sample_000260,bz2,1048576,1051,0.0010023117065429688,703.2036,19.0783,True
sample_000260,lzma,1048576,420,0.000400543212890625,41.723,5.4329,True
sample_000260,zstd,1048576,234,0.0002231597900390625,0.8337,0.8177,True
sample_000261,gzip,1048576,9540,0.009098052978515625,65.6241,1.7241,True
sample_000261,bz2,1048576,11339,0.010813713073730469,14.8785,7.7868,True
sample_000261,lzma,1048576,7960,0.00759124755859375,100.4835,6.8853,True
sample_000261,zstd,1048576,9473,0.009034156799316406,1.4372,1.3842,True
sample_000262,gzip,1048576,395763,0.3774290084838867,249.5418,6.6061,True
sample_000262,bz2,1048576,342025,0.32618045806884766,168.5572,86.7289,True
sample_000262,lzma,1048576,295464,0.28177642822265625,1168.2511,42.5906,True
sample_000262,zstd,1048576,437150,0.4168987274169922,21.9534,5.9204,True
sample_000263,gzip,1048576,362716,0.3459129333496094,66.8722,3.1712,True
sample_000263,bz2,1048576,345528,0.32952117919921875,458.2834,65.1334,True
sample_000263,lzma,1048576,345060,0.3290748596191406,433.3706,31.5845,True
sample_000263,zstd,1048576,351964,0.3356590270996094,6.3136,2.3376,True
sample_000264,gzip,16384,16407,1.00140380859375,0.469,0.0212,True
sample_000264,bz2,16384,16857,1.02886962890625,6.457,1.7543,True
sample_000264,lzma,16384,16444,1.003662109375,17.5079,0.1061,True
sample_000264,zstd,16384,16394,1.0006103515625,0.056,0.0051,True
sample_000265,gzip,16384,7579,0.46258544921875,1.9888,0.1076,True
sample_000265,bz2,16384,6456,0.39404296875,3.4012,1.0354,True
sample_000265,lzma,16384,7256,0.44287109375,16.193,0.9923,True
sample_000265,zstd,16384,7396,0.451416015625,0.3561,0.1064,True
sample_000266,gzip,16384,177,0.01080322265625,0.088,0.0282,True
sample_000266,bz2,16384,221,0.01348876953125,6.8477,0.3998,True
sample_000266,lzma,16384,192,0.01171875,12.2099,0.1707,True
sample_000266,zstd,16384,84,0.005126953125,0.0155,0.0039,True
sample_000267,gzip,16384,211,0.01287841796875,0.2874,0.0196,True
